classification,source_path,source_file,source_project,source_exists_now,is_separate_non_snapshot_dataset,proposed_destination,staged_copy_exists_now,staged_copy_verified,recommended_canonical_target,canonical_target_exists,certain_hits,likely_hits,ambiguous_hits,active_code_files,active_projects,has_active_dependency,cleanup_status,proposed_action,deletion_authorized,owner_decision,owner_note
07 pre-canonical set matches,/Users/D/R Working Directory/SCUC Data Wrangling/SCUC 1995-2022 TEA Snapshots MASTER WORKING COPIES/20250329 SCUC Snapshots 1995 to 2022-LONG.csv,20250329 SCUC Snapshots 1995 to 2022-LONG.csv,SCUC Data Wrangling,FALSE,FALSE,/Users/D/R Working Directory/SCUC Data Recovery/07 pre-canonical set matches/SCUC Data Wrangling/SCUC 1995-2022 TEA Snapshots MASTER WORKING COPIES/20250329 SCUC Snapshots 1995 to 2022-LONG.csv,TRUE,TRUE,/Users/D/R Working Directory/SCUC Data Recovery/01 reference canonical/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,TRUE,0,0,0,0,,FALSE,READY FOR ARCHIVE after backup approval; reference predecessor remains in folder 02,archive original after backup approval,FALSE,pending,
08 datasets prior to pre-canonical set matches,/Users/D/R Working Directory/29-Years-of-Data-SCUC/data/20250227 SCUC Snapshots 1995 to 2023-LONG-ONLY-WITH-SORT.csv,20250227 SCUC Snapshots 1995 to 2023-LONG-ONLY-WITH-SORT.csv,29-Years-of-Data-SCUC,FALSE,FALSE,/Users/D/R Working Directory/SCUC Data Recovery/08 datasets prior to pre-canonical set matches/29-Years-of-Data-SCUC/data/20250227 SCUC Snapshots 1995 to 2023-LONG-ONLY-WITH-SORT.csv,TRUE,TRUE,,FALSE,0,0,0,0,,FALSE,ARCHIVE CANDIDATE: unmatched historical variant; manual approval required; do not delete,archive for historical review; no deletion authorized,FALSE,pending,
08 datasets prior to pre-canonical set matches,/Users/D/R Working Directory/Data Analysis - SCUC Flexdashboard/data/20250227 SCUC Snapshots 1995 to 2023-LONG-ONLY-WITH-SORT.csv,20250227 SCUC Snapshots 1995 to 2023-LONG-ONLY-WITH-SORT.csv,Data Analysis - SCUC Flexdashboard,FALSE,FALSE,/Users/D/R Working Directory/SCUC Data Recovery/08 datasets prior to pre-canonical set matches/Data Analysis - SCUC Flexdashboard/data/20250227 SCUC Snapshots 1995 to 2023-LONG-ONLY-WITH-SORT.csv,TRUE,TRUE,,FALSE,0,0,0,0,,FALSE,ARCHIVE CANDIDATE: unmatched historical variant; manual approval required; do not delete,archive for historical review; no deletion authorized,FALSE,pending,
08 datasets prior to pre-canonical set matches,/Users/D/R Working Directory/Master Data Bank/WIDE data/CANONIZE_THIS_SCUC_Snapshots_1995_to_2023_WIDE_ONLY-NO-SORT-COL-20250717-FINAL.csv,CANONIZE_THIS_SCUC_Snapshots_1995_to_2023_WIDE_ONLY-NO-SORT-COL-20250717-FINAL.csv,Master Data Bank,FALSE,FALSE,/Users/D/R Working Directory/SCUC Data Recovery/08 datasets prior to pre-canonical set matches/Master Data Bank/WIDE data/CANONIZE_THIS_SCUC_Snapshots_1995_to_2023_WIDE_ONLY-NO-SORT-COL-20250717-FINAL.csv,TRUE,TRUE,,FALSE,0,0,0,0,,FALSE,ARCHIVE CANDIDATE: unmatched historical variant; manual approval required; do not delete,archive for historical review; no deletion authorized,FALSE,pending,
08 datasets prior to pre-canonical set matches,/Users/D/R Working Directory/SCUC Data Analysis/data/BACKUP-SCUC Snapshots 1994 - 2022.xlsx,BACKUP-SCUC Snapshots 1994 - 2022.xlsx,SCUC Data Analysis,FALSE,FALSE,/Users/D/R Working Directory/SCUC Data Recovery/08 datasets prior to pre-canonical set matches/SCUC Data Analysis/data/BACKUP-SCUC Snapshots 1994 - 2022.xlsx,TRUE,TRUE,,FALSE,0,0,0,0,,FALSE,ARCHIVE CANDIDATE: unmatched historical variant; manual approval required; do not delete,archive for historical review; no deletion authorized,FALSE,pending,
08 datasets prior to pre-canonical set matches,/Users/D/R Working Directory/SCUC Data Analysis/TEST-Plotting Data From TEA Reports/data/OLD-SCUC Snapshots 1995 to 2022-LONG.csv,OLD-SCUC Snapshots 1995 to 2022-LONG.csv,SCUC Data Analysis,FALSE,FALSE,/Users/D/R Working Directory/SCUC Data Recovery/08 datasets prior to pre-canonical set matches/SCUC Data Analysis/TEST-Plotting Data From TEA Reports/data/OLD-SCUC Snapshots 1995 to 2022-LONG.csv,TRUE,TRUE,,FALSE,0,0,0,0,,FALSE,ARCHIVE CANDIDATE: unmatched historical variant; manual approval required; do not delete,archive for historical review; no deletion authorized,FALSE,pending,
08 datasets prior to pre-canonical set matches,/Users/D/R Working Directory/SCUC Data Analysis/data/SCUC Snapshots 1994 - 2022.xlsx,SCUC Snapshots 1994 - 2022.xlsx,SCUC Data Analysis,FALSE,FALSE,/Users/D/R Working Directory/SCUC Data Recovery/08 datasets prior to pre-canonical set matches/SCUC Data Analysis/data/SCUC Snapshots 1994 - 2022.xlsx,TRUE,TRUE,,FALSE,0,0,0,0,,FALSE,ARCHIVE CANDIDATE: unmatched historical variant; manual approval required; do not delete,archive for historical review; no deletion authorized,FALSE,pending,
08 datasets prior to pre-canonical set matches,/Users/D/R Working Directory/SCUC Data Analysis/TEST-Plotting Data From TEA Reports/data/SCUC Snapshots 1995 to 2022-LONG.csv,SCUC Snapshots 1995 to 2022-LONG.csv,SCUC Data Analysis,FALSE,FALSE,/Users/D/R Working Directory/SCUC Data Recovery/08 datasets prior to pre-canonical set matches/SCUC Data Analysis/TEST-Plotting Data From TEA Reports/data/SCUC Snapshots 1995 to 2022-LONG.csv,TRUE,TRUE,,FALSE,0,0,1,0,,FALSE,ARCHIVE CANDIDATE: unmatched historical variant; manual approval required; do not delete,archive for historical review; no deletion authorized,FALSE,pending,
08 datasets prior to pre-canonical set matches,/Users/D/R Working Directory/SCUC Data Analysis/data/SCUC Snapshots 1995 to 2022-LONG.csv,SCUC Snapshots 1995 to 2022-LONG.csv,SCUC Data Analysis,FALSE,FALSE,/Users/D/R Working Directory/SCUC Data Recovery/08 datasets prior to pre-canonical set matches/SCUC Data Analysis/data/SCUC Snapshots 1995 to 2022-LONG.csv,TRUE,TRUE,,FALSE,0,0,1,0,,FALSE,ARCHIVE CANDIDATE: unmatched historical variant; manual approval required; do not delete,archive for historical review; no deletion authorized,FALSE,pending,
08 datasets prior to pre-canonical set matches,/Users/D/R Working Directory/SCUC Data Analysis/data/SCUC TEA Snapshots 2017-2021.xlsx,SCUC TEA Snapshots 2017-2021.xlsx,SCUC Data Analysis,FALSE,FALSE,/Users/D/R Working Directory/SCUC Data Recovery/08 datasets prior to pre-canonical set matches/SCUC Data Analysis/data/SCUC TEA Snapshots 2017-2021.xlsx,TRUE,TRUE,,FALSE,0,0,0,0,,FALSE,ARCHIVE CANDIDATE: unmatched historical variant; manual approval required; do not delete,archive for historical review; no deletion authorized,FALSE,pending,
08 datasets prior to pre-canonical set matches,/Users/D/R Working Directory/SCUC Data Analysis/TEST-Plotting Data From TEA Reports/data/TEST SCUC Snapshots 1995 to 2022-LONG.csv,TEST SCUC Snapshots 1995 to 2022-LONG.csv,SCUC Data Analysis,FALSE,FALSE,/Users/D/R Working Directory/SCUC Data Recovery/08 datasets prior to pre-canonical set matches/SCUC Data Analysis/TEST-Plotting Data From TEA Reports/data/TEST SCUC Snapshots 1995 to 2022-LONG.csv,TRUE,TRUE,,FALSE,0,0,0,0,,FALSE,ARCHIVE CANDIDATE: unmatched historical variant; manual approval required; do not delete,archive for historical review; no deletion authorized,FALSE,pending,
08 datasets prior to pre-canonical set matches,/Users/D/R Working Directory/SCUC Data Analysis/TEST-Plotting Data From TEA Reports/data/TEST SCUC Snapshots 1995 to 2022-LONG.xlsx,TEST SCUC Snapshots 1995 to 2022-LONG.xlsx,SCUC Data Analysis,FALSE,FALSE,/Users/D/R Working Directory/SCUC Data Recovery/08 datasets prior to pre-canonical set matches/SCUC Data Analysis/TEST-Plotting Data From TEA Reports/data/TEST SCUC Snapshots 1995 to 2022-LONG.xlsx,TRUE,TRUE,,FALSE,0,0,0,0,,FALSE,ARCHIVE CANDIDATE: unmatched historical variant; manual approval required; do not delete,archive for historical review; no deletion authorized,FALSE,pending,
08 datasets prior to pre-canonical set matches,/Users/D/R Working Directory/SCUC Data Transformations/WILL_BE_CANONIZED_SCUC_Snapshots_1995_to_2023_WIDE_ONLY-NO-SORT-COL-20250717-FINAL.csv,WILL_BE_CANONIZED_SCUC_Snapshots_1995_to_2023_WIDE_ONLY-NO-SORT-COL-20250717-FINAL.csv,SCUC Data Transformations,FALSE,FALSE,/Users/D/R Working Directory/SCUC Data Recovery/08 datasets prior to pre-canonical set matches/SCUC Data Transformations/WILL_BE_CANONIZED_SCUC_Snapshots_1995_to_2023_WIDE_ONLY-NO-SORT-COL-20250717-FINAL.csv,TRUE,TRUE,,FALSE,0,0,0,0,,FALSE,ARCHIVE CANDIDATE: unmatched historical variant; manual approval required; do not delete,archive for historical review; no deletion authorized,FALSE,pending,
08 datasets prior to pre-canonical set matches,/Users/D/R Working Directory/SCUC Data Wrangling/SCUC 1995-2022 TEA Snapshots MASTER WORKING COPIES/20240526 SCUC Snapshots 1995 to 2022-LONG.csv,20240526 SCUC Snapshots 1995 to 2022-LONG.csv,SCUC Data Wrangling,FALSE,FALSE,/Users/D/R Working Directory/SCUC Data Recovery/08 datasets prior to pre-canonical set matches/SCUC Data Wrangling/SCUC 1995-2022 TEA Snapshots MASTER WORKING COPIES/20240526 SCUC Snapshots 1995 to 2022-LONG.csv,TRUE,TRUE,,FALSE,0,0,0,0,,FALSE,ARCHIVE CANDIDATE: unmatched historical variant; manual approval required; do not delete,archive for historical review; no deletion authorized,FALSE,pending,
08 datasets prior to pre-canonical set matches,/Users/D/R Working Directory/SCUC Data Wrangling/SCUC 1995-2022 TEA Snapshots MASTER WORKING COPIES/20240526 SCUC Snapshots 1995 to 2022-WIDE-NO CHARTS.xlsx,20240526 SCUC Snapshots 1995 to 2022-WIDE-NO CHARTS.xlsx,SCUC Data Wrangling,FALSE,FALSE,/Users/D/R Working Directory/SCUC Data Recovery/08 datasets prior to pre-canonical set matches/SCUC Data Wrangling/SCUC 1995-2022 TEA Snapshots MASTER WORKING COPIES/20240526 SCUC Snapshots 1995 to 2022-WIDE-NO CHARTS.xlsx,TRUE,TRUE,,FALSE,0,0,0,0,,FALSE,ARCHIVE CANDIDATE: unmatched historical variant; manual approval required; do not delete,archive for historical review; no deletion authorized,FALSE,pending,
08 datasets prior to pre-canonical set matches,/Users/D/R Working Directory/SCUC Data Wrangling/SCUC 1995-2022 TEA Snapshots MASTER WORKING COPIES/20250329 SCUC Snapshots 1995 to 2022-WIDE-AND-LONG-WITH-SORT-COLUMN.xlsx,20250329 SCUC Snapshots 1995 to 2022-WIDE-AND-LONG-WITH-SORT-COLUMN.xlsx,SCUC Data Wrangling,FALSE,FALSE,/Users/D/R Working Directory/SCUC Data Recovery/08 datasets prior to pre-canonical set matches/SCUC Data Wrangling/SCUC 1995-2022 TEA Snapshots MASTER WORKING COPIES/20250329 SCUC Snapshots 1995 to 2022-WIDE-AND-LONG-WITH-SORT-COLUMN.xlsx,TRUE,TRUE,,FALSE,0,0,0,0,,FALSE,ARCHIVE CANDIDATE: unmatched historical variant; manual approval required; do not delete,archive for historical review; no deletion authorized,FALSE,pending,
08 datasets prior to pre-canonical set matches,/Users/D/R Working Directory/SCUC Data Wrangling/SCUC 1995-2022 TEA Snapshots MASTER WORKING COPIES/20250329 SCUC Snapshots 1995 to 2022-WIDE-LONG-WITH-SORT-COLUMN.xlsx,20250329 SCUC Snapshots 1995 to 2022-WIDE-LONG-WITH-SORT-COLUMN.xlsx,SCUC Data Wrangling,FALSE,FALSE,/Users/D/R Working Directory/SCUC Data Recovery/08 datasets prior to pre-canonical set matches/SCUC Data Wrangling/SCUC 1995-2022 TEA Snapshots MASTER WORKING COPIES/20250329 SCUC Snapshots 1995 to 2022-WIDE-LONG-WITH-SORT-COLUMN.xlsx,TRUE,TRUE,,FALSE,0,0,0,0,,FALSE,ARCHIVE CANDIDATE: unmatched historical variant; manual approval required; do not delete,archive for historical review; no deletion authorized,FALSE,pending,
08 datasets prior to pre-canonical set matches,/Users/D/R Working Directory/SCUC Data Wrangling/SCUC 1995-2022 TEA Snapshots MASTER WORKING COPIES/20250329 SCUC Snapshots 1995 to 2022-WIDE-ONLY-NO CHARTS-NO-SORT-COL.xlsx,20250329 SCUC Snapshots 1995 to 2022-WIDE-ONLY-NO CHARTS-NO-SORT-COL.xlsx,SCUC Data Wrangling,FALSE,FALSE,/Users/D/R Working Directory/SCUC Data Recovery/08 datasets prior to pre-canonical set matches/SCUC Data Wrangling/SCUC 1995-2022 TEA Snapshots MASTER WORKING COPIES/20250329 SCUC Snapshots 1995 to 2022-WIDE-ONLY-NO CHARTS-NO-SORT-COL.xlsx,TRUE,TRUE,,FALSE,0,0,0,0,,FALSE,ARCHIVE CANDIDATE: unmatched historical variant; manual approval required; do not delete,archive for historical review; no deletion authorized,FALSE,pending,
08 datasets prior to pre-canonical set matches,/Users/D/R Working Directory/SCUC Data Wrangling/SCUC 1995-2022 TEA Snapshots MASTER WORKING COPIES/20250329 SCUC Snapshots 1995 to 2022-WIDE-ONLY-WITH CHARTS-NO-SORT-COL.xlsx,20250329 SCUC Snapshots 1995 to 2022-WIDE-ONLY-WITH CHARTS-NO-SORT-COL.xlsx,SCUC Data Wrangling,FALSE,FALSE,/Users/D/R Working Directory/SCUC Data Recovery/08 datasets prior to pre-canonical set matches/SCUC Data Wrangling/SCUC 1995-2022 TEA Snapshots MASTER WORKING COPIES/20250329 SCUC Snapshots 1995 to 2022-WIDE-ONLY-WITH CHARTS-NO-SORT-COL.xlsx,TRUE,TRUE,,FALSE,0,0,0,0,,FALSE,ARCHIVE CANDIDATE: unmatched historical variant; manual approval required; do not delete,archive for historical review; no deletion authorized,FALSE,pending,
08 datasets prior to pre-canonical set matches,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/data/SCUC Snapshots 1995 to 2022-LONG (SUPERSEDED).csv,SCUC Snapshots 1995 to 2022-LONG (SUPERSEDED).csv,SCUC-Book---28-Years-of-Data,FALSE,FALSE,/Users/D/R Working Directory/SCUC Data Recovery/08 datasets prior to pre-canonical set matches/SCUC-Book---28-Years-of-Data/data/SCUC Snapshots 1995 to 2022-LONG (SUPERSEDED).csv,TRUE,TRUE,,FALSE,0,0,0,0,,FALSE,ARCHIVE CANDIDATE: unmatched historical variant; manual approval required; do not delete,archive for historical review; no deletion authorized,FALSE,pending,
